tc,tc_float,ev,ev_min,ev_max,n2,n3,n4,n5,n6,n7,n8,n9,n10,nA
2,2.2486486486486488,0.6727924605170145,0.6727923335971788,0.6728345477487423,10,13,15,15,15,15,12,14,62,14
2,2.506024096385542,0.9621278711002348,0.9621277603273428,0.962162476511698,7,5,4,10,6,6,5,4,30,6
1,1.8909090909090909,2.255840714954901,2.2558406533990767,2.255874137655104,6,5,4,2,3,6,1,6,19,3
3,3.12,2.064442602416233,2.064442351257502,2.064473997687172,3,3,4,2,3,6,4,7,14,4
0,0.0,-0.484884414732602,-0.4848847876211884,-0.4848400060679703,6,9,12,9,9,10,10,10,37,8
0,0.0,-0.3632374789488153,-0.3632379427476699,-0.3631506419025362,15,14,14,14,17,19,13,13,57,17
0,0.5048543689320388,0.0668337004743943,0.0668336244687566,0.06688663364372,16,19,15,14,15,17,14,15,66,15
1,1.752808988764045,0.2212189708541823,0.2212187138956882,0.2212672556208302,5,7,10,5,5,9,9,4,28,7
0,-0.5842696629213483,-0.3702210761035878,-0.3702224972470128,-0.3701897948668143,4,2,7,9,11,8,10,6,25,7
-2,-2.6,0.6270478297530617,0.6270463455934951,0.6271143646672821,4,6,2,3,3,3,1,2,11,5
0,-0.3443708609271523,-0.5197323879298545,-0.5197328184812385,-0.5196615152583267,23,23,23,24,24,24,23,23,92,23
1,1.392857142857143,0.9907932680905396,0.9907931399235472,0.9908821468751432,12,10,5,7,8,10,9,6,34,11
1,1.4689265536723164,-0.1110315011947155,-0.1110317451742355,-0.1109743477595449,14,14,10,17,10,17,15,10,57,13
4,4.656716417910448,3.5291941325247165,3.52919397978949,3.5292228700451256,8,4,5,3,4,6,3,4,25,5
1,1.291925465838509,0.6624606922489668,0.6624606161875223,0.6625079236951705,13,13,11,11,10,13,12,16,51,11
-1,-1.1024734982332156,-0.7369632228210491,-0.7369633474597193,-0.7369135121265413,22,24,22,21,22,21,23,23,86,19
-3,-3.6279069767441854,-1.819049518066708,-1.819050301132198,-1.8189618796629208,15,16,12,15,15,11,16,11,48,13
-1,-1.467741935483871,-1.0535187351575477,-1.0535192958951904,-1.0534516748776872,18,22,18,22,19,18,20,19,74,18
0,-0.2429906542056075,-0.7030332603558674,-0.7030334883392549,-0.7029855086650939,14,17,21,19,16,13,17,11,72,14
-1,-1.752808988764045,-1.6533744431959745,-1.6533747426171097,-1.6533206531610043,8,7,7,8,5,10,9,3,26,6
0,-0.896551724137931,-0.7067009766842675,-0.7067013132815686,-0.7066268201443728,23,23,24,23,23,21,20,22,89,22
0,0.9497716894977168,0.1788973888279229,0.1788971547114172,0.1789747200998332,18,15,16,19,15,16,17,16,69,18
-1,-1.3946360153256705,-1.1815226722701095,-1.1815228374048443,-1.1814732617721977,21,19,20,22,19,22,23,21,78,16
6,6.190476190476191,2.684688123918156,2.684687819736906,2.6846981014460805,1,4,1,4,3,4,5,2,16,2
0,0.2561576354679803,-0.3292553601671438,-0.3292554827687728,-0.3292240843638419,13,15,16,16,19,16,15,13,67,13
-2,-2.271844660194174,-1.6573829226433945,-1.6573832170641505,-1.6573396299052685,17,16,19,17,17,16,12,15,64,13
0,0.8595041322314049,0.2705160209487358,0.270515779803668,0.2705527739796155,7,8,9,11,9,8,12,11,37,9
2,2.736842105263158,2.8702640901140186,2.870264047086851,2.8703200399476603,3,5,1,3,3,3,2,1,14,3
-4,-4.674157303370786,-1.576638482795884,-1.5766388253476795,-1.5765569215235131,9,7,11,6,6,7,6,6,22,9
0,0.40625,0.2021542980342675,0.2021540906012559,0.202238113197299,18,19,21,19,20,17,22,21,77,22
-3,-3.0918918918918923,-1.5913209335569316,-1.5913211323248604,-1.591276772890203,18,17,10,14,17,15,15,14,55,10
0,0.0,-0.5744298060755734,-0.5744301781943726,-0.5743728269398136,15,12,14,15,11,17,17,13,54,13
0,-0.3229813664596273,-0.0431923436849191,-0.043192468698393,-0.043155239996796,14,10,15,13,13,9,9,14,54,10
0,-0.1925925925925926,-0.463408177548889,-0.4634084121761316,-0.4633545724899833,20,23,19,22,19,22,21,22,83,19
-4,-4.051948051948052,-2.2454251457332526,-2.24542612429615,-2.245333755080601,13,13,12,14,14,12,13,9,42,12
1,1.9361702127659572,0.6109263332951221,0.6109262360216328,0.6109703844900742,14,15,13,11,14,18,17,12,60,14
1,1.2946058091286303,0.2608386783387984,0.2608382242846883,0.2608968828998416,16,14,19,18,22,21,18,18,76,19
2,2.761061946902655,1.9647041265487013,1.9647039028832136,1.964732213365312,9,8,10,7,7,6,10,9,40,7
0,-0.3636363636363636,-0.3959580301508082,-0.3959582980802156,-0.3958766254802044,20,23,20,23,23,23,23,24,84,23
-3,-3.3986928104575163,-2.15835307718991,-2.1583534719044275,-2.1583094216137657,16,5,13,14,15,12,16,9,45,8
4,4.727272727272728,3.605362308578656,3.605361071236813,3.6054013389092336,3,2,1,3,2,3,4,1,9,5
0,-0.9923664122137404,-0.6199066796517942,-0.6199069609956154,-0.619839383925037,19,20,20,20,23,20,21,22,77,20
0,-0.5909090909090909,-0.504773310171602,-0.504773555152907,-0.5047145232701457,20,23,23,17,20,21,20,20,81,19
3,3.441176470588235,1.8012169814919348,1.8012169147690966,1.801248651567528,9,11,7,9,11,11,11,11,47,9
2,2.113821138211382,0.7061801653087031,0.7061797180938044,0.706257705332832,7,8,11,10,7,9,15,8,37,11
0,-0.6554621848739496,-0.6196707630610327,-0.6196709820793878,-0.6196152925539032,18,19,19,19,18,18,18,19,73,17
-1,-1.7552742616033756,-1.370704868905697,-1.3707052448314392,-1.3706397414971174,19,21,21,18,15,20,22,15,70,16
0,0.7323943661971831,0.3192039737405974,0.3192033705141869,0.3192584648056801,11,5,12,9,12,15,14,13,39,12
5,5.777777777777778,10.537658635405196,10.537658635405196,10.5376586354052,3,1,0,0,6,2,1,1,12,1
0,-0.7155963302752293,-0.1826778329232534,-0.1826781015812045,-0.1825910165511203,18,22,17,15,16,14,15,16,67,18
-1,-1.7009345794392523,-1.4234489015263363,-1.4234490140860376,-1.4234076201729902,16,18,17,16,17,19,18,16,66,11
1,1.3774834437086094,1.5221595332007931,1.522159404592697,1.5222087956921062,12,11,11,8,14,9,11,15,48,12
0,0.2096774193548387,-0.1033101411966335,-0.1033105431493808,-0.1032327247973654,20,20,19,20,17,17,20,18,78,19
3,3.333333333333333,1.2804964577377824,1.2804961874648582,1.2805384259614578,8,9,11,14,11,13,14,13,47,16
0,-0.8715083798882681,-0.2857055327881075,-0.2857057869895737,-0.2856692394245368,11,12,13,13,20,15,12,17,53,13
1,1.056910569105691,0.0140365876089791,0.014036430090312,0.0140892821544523,15,19,19,19,19,21,19,19,78,18
-1,-1.4647887323943662,-1.2178474499302725,-1.2178478820335927,-1.2178018481710724,14,21,13,19,16,19,17,17,63,14
-2,-2.1666666666666665,0.3288138001414067,0.3288114505273266,0.3288244117512265,1,2,1,2,4,3,2,0,7,2
2,2.6614173228346454,0.8569143123016895,0.8569141666102646,0.8569907732799493,15,20,20,19,17,21,19,19,83,21
-4,-4.333333333333333,2.2369821139880948,2.236981900055856,2.2369875996598174,1,4,0,1,5,2,1,1,7,2
2,2.6666666666666665,2.205643866281214,2.205643866281214,2.205653016603512,1,2,4,3,2,1,6,6,13,1
-2,-2.632911392405064,-1.9241509776012649,-1.924151230858668,-1.9241026829506416,2,5,10,6,8,7,7,7,24,3
0,-0.3598615916955017,-0.5105669962349959,-0.5105673345910232,-0.510468285961756,23,24,20,24,23,23,20,20,88,24
0,-0.6695278969957081,-0.4663932547717543,-0.4663935214446602,-0.4663351072930055,16,19,20,16,20,17,19,18,71,17
-1,-1.0833333333333333,-0.914613062769382,-0.9146138539448052,-0.9145575878849176,8,4,8,8,9,10,8,6,27,8
-7,-7.222222222222222,-4.086963936044848,-4.086964317492179,-4.086911734788454,8,6,6,7,8,4,4,4,22,3
4,4.5,2.8122886687952064,2.8122884991408017,2.812321957818888,10,7,6,5,8,9,8,6,37,8
4,4.333333333333333,2.5382342930548063,2.5382342930548027,2.53824224273623,0,2,2,3,4,3,5,3,12,2
-2,-2.589211618257261,-1.568052259954913,-1.568052996009639,-1.56797501320032,19,21,18,19,21,21,17,19,68,18
0,-0.6265060240963856,-0.5096209490685493,-0.5096212020848193,-0.5095648793722386,21,19,19,19,20,21,18,17,72,23
-2,-2.9433962264150946,-0.6930378154642721,-0.6930382991914337,-0.6929820106843912,4,6,5,3,5,4,2,4,15,5
-2,-2.101010101010101,-1.0684777003042225,-1.0684781315515142,-1.0684127975101014,19,14,19,17,15,12,11,15,58,18
2,2.063492063492064,1.3086163277195335,1.308616245609765,1.3086509137167868,10,11,11,7,6,8,13,10,43,7
0,0.1682847896440129,-0.1583715032223044,-0.158371805628595,-0.1582949022533764,24,23,24,24,24,23,23,24,96,24
-1,-1.2093023255813955,-0.2914354884661699,-0.291437623834051,-0.2914084183884371,1,2,2,7,5,2,4,4,13,3
-6,-6.36734693877551,0.3645021097463494,0.3645003971645595,0.3646036124192509,7,3,7,2,5,2,4,1,12,6
5,5.820895522388059,2.732237540654281,2.7322373191242733,2.732289686096072,10,8,11,8,7,12,12,7,45,14
0,-0.7819548872180452,-0.2823161390561597,-0.2823163839730561,-0.2822693582860974,10,8,11,9,14,11,8,12,42,8
11,11.375,6.079524660522033,6.079523613126384,6.07954097882963,3,0,4,0,1,6,1,2,10,5
1,1.164179104477612,0.7695298390407601,0.7695297247066332,0.7695716376701177,12,13,7,6,11,14,10,9,42,10
5,5.423312883435583,4.198050174923623,4.198050055580062,4.198090425451167,14,14,10,8,10,9,11,14,56,17
0,0.4227642276422764,0.0118629140874213,0.0118626698532814,0.0119133204182715,14,20,19,19,20,18,20,22,76,18
-1,-1.0116731517509727,-0.944479850205997,-0.944479988888376,-0.9444359442893916,21,19,21,20,22,20,18,18,82,16
-8,-8.210526315789474,-1.191334124262219,-1.191334124262219,-1.1913341242622226,2,2,0,3,1,1,3,2,5,0
0,-0.26,-0.2110535097315343,-0.211054108690547,-0.2109595701387102,19,15,18,14,15,13,15,11,64,16
0,0.0,-0.0651382629662976,-0.0651384531684944,-0.0650466192290104,19,20,19,19,18,18,20,20,74,21
-1,-1.5972696245733786,-1.1080424366817427,-1.108042581737495,-1.107993503561454,24,23,23,22,24,24,22,24,88,19
5,5.135802469135802,2.516816513433297,2.516816512914118,2.5168709308179293,7,5,6,5,5,6,6,5,33,3
0,-0.8813559322033898,-0.5299035204398737,-0.5299035924215241,-0.529859097563525,14,17,14,13,13,11,15,12,57,11
2,2.0,0.7019343310683529,0.7019341478286523,0.7019941315853997,16,16,15,20,16,18,19,22,74,18
4,4.554744525547445,3.284177144748974,3.284176803236812,3.284245671365355,10,13,7,7,12,12,5,10,48,13
0,-0.181184668989547,-0.384909730649342,-0.3849100662393619,-0.3848166355114615,23,23,22,24,22,20,22,18,89,24
2,2.3963133640553,1.209180399810528,1.2091802811796526,1.209229605365086,17,14,16,18,17,14,14,15,76,16
2,2.2033898305084745,1.2743181356531614,1.2743179921886298,1.274372628954071,19,18,15,15,20,17,18,17,79,18
2,2.52972972972973,0.8186146696564731,0.8186144164836369,0.8186734640065809,11,12,15,14,15,16,14,12,59,17
1,1.9259259259259256,2.154186564792421,2.1541865333727115,2.1542111399341497,6,1,7,3,3,3,4,5,19,3
0,0.0,1.7556469994354678,1.7556464732211317,1.75568142942763,4,5,1,1,2,4,5,2,11,2
-1,-1.0,-0.6056078656067326,-0.6056080970640878,-0.6055132919780499,22,21,19,21,21,18,21,18,77,22
1,1.3333333333333333,0.9569000221555944,0.9568999485771418,0.9569457977460823,14,13,9,8,11,13,17,12,48,11
-1,-1.4149659863945578,-0.6917652305850858,-0.6917653798843247,-0.6917214458397575,10,15,10,11,11,12,11,14,43,10
1,1.7333333333333334,0.2822005059031046,0.2821996071109034,0.2822503436311158,5,7,10,12,9,13,7,10,34,13
-2,-2.888888888888889,1.1485263178001577,1.1485263178001592,1.14852722466381,1,2,2,1,2,1,1,1,6,1
1,1.7089201877934277,0.4821439000358308,0.4821437417157542,0.4822271507053607,16,17,12,17,12,21,18,19,63,18
2,2.4761904761904763,1.4619916556304768,1.4619911921946207,1.4620355779488228,5,2,4,6,5,4,8,4,19,6
0,0.0,-0.3216603376341196,-0.3216605574692202,-0.3215735075168509,20,21,21,21,21,22,21,19,81,23
0,0.5693430656934306,0.0737376393078939,0.0737374527944957,0.0738172020452778,20,24,17,23,18,22,21,24,83,22
0,0.0,0.3952455283370352,0.3952453438307285,0.3953041080780465,13,14,12,12,10,10,12,14,46,15
-1,-1.181818181818182,-0.8614060964569553,-0.8614066521705686,-0.861354702043779,15,12,14,17,13,13,12,13,51,16
1,1.808695652173913,1.080073030753072,1.0800726124257802,1.080150785649595,17,21,18,15,17,16,14,16,75,21
-1,-1.9180327868852456,-0.97015213706793,-0.9701528591630484,-0.9700681991034736,19,17,21,21,23,13,20,18,72,20
-1,-1.1158798283261802,-0.6312179012605127,-0.6312181346473672,-0.6311590550958217,18,19,19,18,20,15,17,18,72,17
0,0.1870503597122302,-0.2863609054350232,-0.2863610853741744,-0.2862921264629152,22,20,20,23,21,22,22,21,86,21
0,-0.5693430656934306,-0.5820690179535327,-0.5820696562642135,-0.581980344573308,22,19,22,23,21,22,19,22,81,23
2,2.0,3.155193139875128,3.155193139875128,3.15519313987513,3,1,1,1,3,2,2,3,10,0
2,2.8108108108108105,3.1416942435911683,3.1416942406912622,3.1417019473221512,3,4,2,3,3,2,2,1,15,2
-1,-1.3220338983050848,0.1113082054949448,0.1113079541797169,0.1113392799913291,6,11,12,8,11,4,9,12,37,8
10,10.947368421052632,6.742882608349598,6.742882608349598,6.742882608349599,0,2,0,1,2,2,2,1,8,1
0,0.4,0.3667611538508929,0.3667611232463556,0.366804623363363,13,9,7,10,9,8,17,8,41,8
-1,-1.411764705882353,-1.3295283990685056,-1.3295288519670043,-1.3294405543822712,19,16,18,17,18,22,16,13,65,17
0,0.2203389830508474,-0.3462060968250632,-0.3462064104367299,-0.3461357535978802,17,16,20,18,20,20,17,16,73,19
1,1.1685393258426966,1.2468843156718892,1.246883937656896,1.2469236295293762,6,7,6,9,9,5,2,6,31,8
2,2.5161290322580645,1.0978797021245976,1.097879180915175,1.0979101835019422,2,2,6,8,5,3,5,5,22,4
3,3.4285714285714284,1.4829377307774227,1.482937583519814,1.4829721232079462,5,4,11,7,6,5,8,6,34,5
1,1.5358649789029537,0.4434522581726617,0.4434520382782654,0.4435250992327903,16,19,20,17,18,18,17,15,78,19
3,3.658291457286432,2.093124104983781,2.0931240003053126,2.0931827806724868,16,9,11,16,17,13,17,17,63,20
-7,-7.609756097560976,-1.9598834552490103,-1.9598853101655027,-1.959828223613633,4,4,7,3,0,4,0,7,10,2
1,1.475177304964539,0.4106403548992515,0.410640321576009,0.4106782382996021,13,12,9,13,4,13,8,14,48,7
0,-0.8125,0.5075309700631797,0.5075305003642138,0.5075643569760571,3,7,2,5,7,5,5,7,18,5
0,-0.8524590163934426,0.138939779418071,0.1389391900677743,0.1389981775217869,7,4,4,5,2,8,6,4,14,7
12,12.38095238095238,7.151238137645917,7.151238137645917,7.151238137645915,1,0,1,3,0,2,2,2,8,2
1,1.552238805970149,0.7283677517415286,0.7283676000490391,0.7284026338244539,9,6,11,11,13,10,8,12,45,9
0,-0.1733333333333333,-0.3558579504636949,-0.3558581515416687,-0.3557759428896704,24,23,24,24,21,22,24,23,92,23
0,0.8715083798882681,0.7000425565139063,0.7000422435360417,0.7000937977713728,16,13,14,15,14,10,9,13,58,17
0,0.3661971830985915,-0.1121994538917985,-0.1121998522791862,-0.1121068973070381,22,22,22,23,22,21,20,19,89,24
0,0.0,0.1188444572644259,0.1188440608343112,0.1189352022286328,16,13,11,14,9,11,11,14,50,13
-12,-12.606060606060607,-3.8104006321807855,-3.8104006321807846,-3.810398252569328,3,4,2,4,3,1,3,5,8,0
8,8.666666666666666,5.645163682194966,5.645163680383133,5.645177945755549,3,2,3,3,1,2,4,0,16,2
2,2.363636363636364,0.8089090572316976,0.8089089561297803,0.8089456774447726,7,11,8,10,10,12,11,11,42,10
-2,-2.03921568627451,-0.8026470500466875,-0.8026480996108818,-0.8025904857965941,6,1,3,6,4,5,4,4,13,5
3,3.752577319587629,1.8923493041960824,1.8923490904215727,1.8924020635788932,12,14,17,14,15,14,12,10,71,15
0,0.0,-0.2775923155948365,-0.277592643468469,-0.2775236964980982,24,24,24,24,24,24,24,24,96,24
0,0.0,-0.5158954968644308,-0.5158956120160115,-0.5158358916844761,13,8,11,10,9,13,14,7,41,10
1,1.4596491228070174,0.5818577344807163,0.5818575754689503,0.5819252185402508,21,21,21,20,23,23,19,23,91,23
2,2.888888888888889,7.263589888942301,7.263589888942301,7.263597415910612,1,1,1,0,3,0,2,3,4,3
-2,-2.9545454545454546,-1.3572998070498432,-1.357300048848956,-1.3572623610393002,14,14,14,13,17,12,14,16,52,10
5,5.505882352941176,3.3787608959135,3.378760750609006,3.378789108107731,6,8,6,3,6,9,4,5,32,6
-1,-1.793103448275862,-2.0139542794951573,-2.013955026667341,-2.013926204211578,1,4,5,7,3,8,8,4,16,2
0,0.0,3.284278366350573,3.284278366350573,3.284284614394369,3,2,2,1,1,2,1,4,8,1
0,0.697986577181208,0.4753790067355033,0.4753789791554627,0.4754131785990936,16,8,12,9,11,13,8,14,49,9
0,0.7375886524822695,0.1163127175404976,0.1163125995650043,0.1163616149930805,22,22,20,21,23,21,22,19,92,20
-3,-3.774193548387097,-2.4812277606107958,-2.481229805490937,-2.48115278884551,8,7,13,14,9,12,10,9,32,10
-1,-1.956989247311828,-1.2051117342739612,-1.205112051244203,-1.2050729842754744,14,15,19,13,16,11,16,12,59,11
-1,-1.0666666666666669,-1.0100520918081244,-1.0100525567708074,-1.0099956312314085,16,14,14,17,16,17,13,15,59,14
3,3.25,2.3116858382494048,2.3116857794350927,2.311721561534045,6,8,9,7,5,4,9,7,33,8
3,3.964125560538117,1.8851832682225176,1.885183150773469,1.8852538136313803,17,14,13,15,17,18,19,17,74,19
-2,-2.521212121212121,-1.6964721637312428,-1.6964722770994556,-1.6964308080091777,14,17,15,10,11,16,12,11,49,10
1,1.1470588235294117,0.2630507035672777,0.2630505845261177,0.2631086408868324,20,21,19,22,19,21,20,23,87,20
0,-0.896551724137931,-0.6528823249396845,-0.6528824997079583,-0.6528280358837968,23,24,24,22,24,21,17,23,92,20
2,2.506024096385542,1.862510299134554,1.8625098623272052,1.8625581837842176,12,14,18,10,9,8,12,12,55,16
4,4.044444444444444,1.755601092167531,1.7556009733486708,1.7556357214208562,6,8,5,5,5,9,11,5,31,5
0,-0.3795620437956204,-0.5775883128173406,-0.5775885990388393,-0.5775139421310816,23,18,22,21,22,23,21,20,83,21
-1,-1.1428571428571428,-0.7377608954932445,-0.7377612150846593,-0.7376938444123828,13,13,14,16,15,13,16,15,53,14
0,0.0,-0.2413472835811735,-0.2413477772658133,-0.2412726989089128,24,23,24,24,24,23,23,24,95,24
3,3.5686274509803924,2.9936499130183565,2.993649301353614,2.9936753977385404,6,6,10,11,6,2,7,8,38,8
0,-0.7323943661971831,0.0495878012401739,0.0495877695585644,0.0496327342410706,14,13,13,9,7,9,10,13,49,5
0,0.4727272727272727,1.034338685027066,1.0343382079446308,1.0344151159018602,5,10,12,6,9,6,9,10,30,13
-1,-1.793103448275862,-1.228593455956429,-1.2285938604615716,-1.228533416808754,21,21,18,22,23,20,21,19,78,18
2,2.418604651162791,1.0225726270291753,1.0225725593143822,1.0226182434204838,6,6,7,9,5,7,3,6,30,7
7,7.428571428571429,5.479161207912117,5.479158661131642,5.479181157588469,2,0,2,1,4,4,1,1,9,4
0,0.5502645502645502,0.151209046720155,0.1512087197369951,0.151273663258653,14,13,12,19,13,13,13,19,58,15
0,0.5048543689320388,0.2855932402961773,0.2855931206285956,0.2856842499874287,18,14,16,14,14,17,17,18,60,18
0,-0.1750841750841751,-0.4363823328792009,-0.4363825296187119,-0.436320787808601,21,24,23,23,24,23,23,22,92,22
0,-0.1824561403508771,-0.3953734039102582,-0.3953735578546438,-0.395322152913778,23,22,21,21,23,23,22,21,89,20
-2,-2.510344827586207,-1.0422055852449867,-1.0422065937584677,-1.0421277790055423,9,11,13,13,13,14,11,9,36,16
5,5.199999999999999,6.365846717013701,6.365846504047879,6.3658673787637445,2,4,3,3,4,1,1,2,15,5
1,1.7552742616033756,0.7154707866103847,0.715470422002926,0.7155564769534004,19,17,18,19,18,15,19,13,79,20
0,0.52,-0.0639345047464184,-0.0639347250322389,-0.0638760456631832,22,23,24,23,23,22,23,22,96,22
-1,-1.824561403508772,-1.096269766039412,-1.0962701752879225,-1.0961901767718487,4,13,11,9,11,7,6,9,39,5
0,0.1721854304635761,-0.1378416032150504,-0.1378417271506236,-0.1377869026565002,23,24,22,22,24,24,23,24,94,22
0,0.0,0.4647472685891876,0.4647469646840804,0.4648130108630963,6,6,5,8,5,5,4,9,23,7
0,0.0,0.1207095754886401,0.1207093285154666,0.1207729215773489,9,8,8,9,4,7,9,9,30,8
-12,-12.235294117647058,-3.7620941329533286,-3.762095108407237,-3.762043415591815,3,6,2,2,3,5,2,3,6,2
-3,-3.8423645320197046,-2.193900389422717,-2.1939010640505536,-2.19379629524022,16,17,16,19,18,18,16,12,54,17
-7,-7.8,2.344282211547637,2.3442753887365657,2.3443888438940186,5,4,3,5,4,2,2,0,9,6
8,8.666666666666666,8.937857398787873,8.937857398787873,8.937857398787873,0,1,1,1,3,2,0,1,7,2
0,0.3823529411764705,-0.3740489633224881,-0.3740493826843779,-0.3739788722065977,16,20,21,24,22,24,18,22,83,22
0,-0.1710526315789473,-0.361340244979675,-0.3613404339234649,-0.3612744565697515,22,24,23,24,24,23,24,24,93,23
-1,-1.3,-0.693312326421436,-0.6933125469556104,-0.6932605474317204,7,9,13,6,10,12,9,12,33,9
0,-0.9811320754716982,1.391576798919297,1.3915759549379632,1.3916434583850466,4,6,2,3,6,3,7,2,14,6
-1,-1.3333333333333333,1.6265284721673994,1.6265284721673994,1.6265484633517795,5,3,3,2,3,2,2,4,13,2
2,2.888888888888889,2.9259380242879747,2.9259380242879747,2.9259386364209465,1,1,1,3,1,1,1,1,7,1
3,3.670588235294118,3.332612627037524,3.3326126117270136,3.332672028719477,9,5,8,4,5,5,6,6,25,12
-1,-1.5662650602409638,-0.5222728792458641,-0.5222730995526773,-0.5222127018250232,13,15,10,11,17,13,14,12,48,13
6,6.953488372093024,4.621679716073686,4.621679648820586,4.621719060029101,13,13,9,7,13,15,8,16,60,18
6,6.341463414634147,3.129826216582946,3.129825979621203,3.129881537853316,8,10,8,9,5,11,10,7,42,13
0,-0.3190184049079754,-0.38875519455473,-0.3887561241307395,-0.3886728972060978,10,16,13,13,12,13,11,12,49,14
0,-0.3880597014925372,-0.502578909135201,-0.502579296988256,-0.5024915303102848,10,11,13,9,10,12,9,8,40,12
-8,-8.666666666666666,0.8608509059870302,0.8608509059870302,0.8608509059870312,1,0,0,3,4,0,4,1,4,1
-4,-4.53968253968254,-1.9786110389081544,-1.9786114773454329,-1.9785530052614415,10,12,9,10,12,9,12,10,33,9
0,0.0,-0.2351027084416716,-0.2351031745691212,-0.2350720922272859,4,3,5,6,4,3,5,2,18,4
0,0.6638297872340425,-0.1411381821707328,-0.1411384621911103,-0.1410584484970834,16,16,21,19,16,20,18,18,71,20
